name,address,cuisine,region,lat,lng
Maria's Taverna,W. 4th Ave,Greek,Kitsilano,49.2685059,-123.177719
The Naam Restaurant,2724 W 4th Ave,Vegetarian,Kitsilano,49.268152,-123.1670302
Burgoo Bistro,2272 W 4th Ave,Mac & Cheese,Kitsilano,49.2679804,-123.1568339
Linh Cafe,2836 West 4th Ave,Breakfast,Kitsilano,49.2682348,-123.1690502
Market Meats,2326 West 4th Ave,Deli,Kitsilano,49.26797080000001,-123.1581359
Chewie’s Biscuit Co,2822 W 4th Ave,Southern / Soul,Kitsilano,49.2682406,-123.1687859
Nat's New York Pizzeria,2684 West Broadway,Pizza,Kitsilano,49.2638609,-123.1659229
Sunshine Diner,2649 W Broadway,Diner,Kitsilano,49.2642347,-123.1654094
Mr. Red Cafe,2680 W. Broadway,Vietnamese,Kitsilano,49.2638617,-123.1658286
Sophie’s Cosmic Cafe,2095 W 4th Ave,American,Kitsilano,49.2682476,-123.1526039
Feastro,100-298 Thurlow St,Food Truck,Downtown,49.2888138,-123.1184011
Edible Flours,2280 W Broadway,Vegetarian,Kitsilano,49.2636572,-123.1566597
MAK N MING,1629 Yew Street,Asian,Kitsilano,49.2712175,-123.1551643
Parthenon Supermarket,3080 W Broadway,Greek,Kitsilano,49.2640197,-123.1735506
Nick Sushi,2953 West 4th Ave.,Japanese,Kitsilano,49.2685582,-123.1706353
Chewies Steam & Oyster Bar Kitsilano,2201 W 1st Ave,Seafood,Kitsilano,49.27097269999999,-123.1552829
COBS Bread,2320 West 4th Ave,Bakery,Kitsilano,49.2680397,-123.1579916
White Spot,2518 W Broadway,Burgers,Kitsilano,49.263791,-123.1632683
The Indian Oven,2006 W 4th Ave,Indian,Kitsilano,49.2678849,-123.1506642
Turf,W. 4th Avenue,Salad,Kitsilano,49.2685059,-123.177719
Their There,2042 W 4th Ave.,Bakery,Kitsilano,49.2679152,-123.1514302
Tera V Burger,2961 West Broadway,Vegetarian,Kitsilano,49.2642995,-123.1717091
Cartems Donuterie,3040 W Broadway,Donuts,Kitsilano,49.2640281,-123.1728983
Maenam,1938 W 4th Ave,Thai,Kitsilano,49.2678675,-123.1488949
Solly’s Bagelry,2873 W Broadway,Bagels,Kitsilano,49.2642882,-123.1697737
Nook,1525 Yew St.,Italian,Kitsilano,49.2722315,-123.155229
East is East,3243 W Broadway,Middle Eastern,Kitsilano,49.2643611,-123.1767176
Nelly's Grill,2061 4th Ave W,Breakfast,Kitsilano,49.2682215,-123.1518528
Fresh is Best,2972 W. Broadway Street,Mexican,Kitsilano,49.2639283,-123.1715746
La Cigale French Bistro,1961 W 4th Ave,French,Kitsilano,49.2682732,-123.1494515
Viva Fine Foods,1555 Yew St,Bakery,Kitsilano,49.272037,-123.1551658
Green Leaf,3416 West Broadway,Japanese,Kitsilano,49.264136,-123.180152
Romer's Burger Bar,1873 W 4th Ave,Burgers,Kitsilano,49.26827420000001,-123.1472529
Bistro Pastis,2153 W 4th Ave,French,Kitsilano,49.268274,-123.154001
Ramen Danbo,1833 W. 4th Ave.,Noodles,Kitsilano,49.2682861,-123.146425
Iki Japanese Restaurant,2756 W Broadway,Japanese,Kitsilano,49.26385459999999,-123.1674147
Nuba,3116 W Broadway,Middle Eastern,Kitsilano,49.2639376,-123.1745701
Sejuiced,1958 W 4th Ave.,Vegetarian,Kitsilano,49.2678865,-123.1492145
Rocky Mountain Flatbread Company,1876 West 1st Ave,Pizza,Kitsilano,49.2704812,-123.1472846
Blue Star Japanese Bistro,1935 W 4th Ave,Japanese,Kitsilano,49.2682575,-123.1488595
Local Kitsilano,2210 Cornwall Ave,New American,Kitsilano,49.27232490000001,-123.1553524
Tractor,1903 W 4th Ave,Café,Kitsilano,49.2682452,-123.1481382
Simpatico Greek Restaurant,2222 W 4th Ave,Greek,Kitsilano,49.2680623,-123.1558358
Al Basha,3143 W Broadway,Middle Eastern,Kitsilano,49.26431909999999,-123.1749915
Sushi Bella,2059 W 4th Ave.,Japanese,Kitsilano,49.268278,-123.1517448
Gypsy Rose Cafe,2017 4th Avenue West,Café,Kitsilano,49.2683163,-123.1508418
Notte's Bon Ton Pastry,3150 Broadway W,Bakery,Kitsilano,49.2639265,-123.1752229
Bangkok City Cafe,2-2953 W 4th Ave,Thai,Kitsilano,49.2681344,-123.1676349
Las Margaritas,1999 W 4th Ave,Mexican,Kitsilano,49.2683213,-123.1501626
Kibune Sushi,1508 Yew St,Japanese,Kitsilano,49.2723871,-123.1548029
Harvest Deli,2963 West Broadway,Deli,Kitsilano,49.2642872,-123.1717761
Yuwa Japanese Cuisine,2775 W 16th Ave,Japanese,Kitsilano,49.2579886,-123.1678342
Temaki Sushi,2-2156 W Broadway,Japanese,Mount Pleasant,49.2628186,-123.104995
Gyo Para Gyoza & Ramen Bar,2120 West Broadway,Japanese,Kitsilano,49.2637073,-123.1534552
Banana Leaf,3005 West Broadway,Malay,Kitsilano,49.2643597,-123.1723017
Pane from Heaven,1670 cypress street,Bakery,Kitsilano,49.2709603,-123.1476327
Cafe Zen,1631 Yew St,Breakfast,Kitsilano,49.2711495,-123.1551892
Octopus Garden,1995 Cornwall Avenue,Japanese,Kitsilano,49.27262990000001,-123.1498174
Noodlebox,1867 West 4th Avenue,Asian,Kitsilano,49.2683131,-123.1471669
Baguette & Co,3273 West Broadway,Bakery,Kitsilano,49.264415,-123.1772303
Mamalee,3144 W. Broadway,Malay,Kitsilano,49.26407440000001,-123.1750357
Lucky Taco,1635 Yew St,Mexican,Kitsilano,49.2711044,-123.1552032
Burrito Bros.,2209 W 1st Ave,Mexican,Kitsilano,49.2709401,-123.155482
Deacon's Corner,3189 W Broadway,Diner,Kitsilano,49.2643674,-123.1757517
Mr. Shawarma Cafe,1859 W 4th Ave.,Middle Eastern,Kitsilano,49.2683119,-123.1470673
Hitoe Sushi,3347 W 4th Ave.,Japanese,Kitsilano,49.26865429999999,-123.1787084
Thai Basil,3271 W Broadway,Thai,Kitsilano,49.2644159,-123.1772831
Akbar's Own Dining Lounge,1905 West Broadway,Indian,Kitsilano,49.2640234,-123.1484033
Trattoria Italian Kitchen,1850 W 4th Ave,Italian,Kitsilano,49.2678378,-123.1466983
Al Basha,1937 Cornwall Ave,Falafel,Kitsilano,49.2726108,-123.1485271
Juliet’s Café,1905 Cornwall Ave,Café,Kitsilano,49.2726708,-123.1481185
Panne Rizo,1939 Cornwall ave,Gluten-free,Kitsilano,49.2726649,-123.1486586
The Sushi Bar,1822 W 4th Ave.,Japanese,Kitsilano,49.267819,-123.1462231
Tandoori Fusion Indian Cusine,2872 West Broadway,Indian,Kitsilano,49.2639536,-123.169567
Blaq Sheep Coffee House,2959 W 4th Ave,Café,Kitsilano,49.2686552,-123.1708359
Uncle Fatih's Pizza,2778 W Broadway,Pizza,Kitsilano,49.2639585,-123.1677051
Strike,3217 West Broadway,Asian,Kitsilano,49.2643567,-123.1765489
Subway,"3090 W Broadway St, Unit 3",Sandwiches,Kitsilano,49.2640154,-123.1737889
Jolly's Indian Bistro,2928 West 4th Ave,Indian,Kitsilano,49.268272,-123.1707281
Olympia Pizza,3205 West Broadway,Greek,Kitsilano,49.2643345,-123.1760455
Subway,1-2801 West 16th Avenue,Sandwiches,Kitsilano,49.258004,-123.168589
The Boathouse Restaurant,1305 Arbutus St,Seafood,Kitsilano,49.2742939,-123.1536698
Pizza Hut,1829 West 4th Avenue,Pizza,Kitsilano,49.2682212,-123.1463332
Flying Wedge Pizza Co,1935 Cornwall Ave,Pizza,Kitsilano,49.2726111,-123.1485125
Kits Sushi,1518 Yew St.,Japanese,Kitsilano,49.27222709999999,-123.1548526
Lemonade Gluten Free Bakery,3385 Cambie St,Bakery,South Cambie,49.2552193,-123.1154132
Corduroy Pie Company,758 W16th Ave,Pizza,South Cambie,49.2569247,-123.1212866
BierCraft,3307 Cambie St.,Belgian,South Cambie,49.2558009,-123.1153763
Sorella,3369 Cambie Street,Italian,South Cambie,49.2553882,-123.1154401
Tandem Bike Cafe,3195 Heather St,Café,Fairview,49.2571248,-123.1202393
JJ Bean,3399 Cambie St.,Café,South Cambie,49.2551248,-123.115465
Dutch Wooden Shoe Cafe,3292 Cambie St.,Breakfast,Riley Park,49.2560013,-123.1148992
Hachibei,778 W. 16th Ave,Japanese,South Cambie,49.256928,-123.1215673
Pho Xe Lua 24,3346 Cambie St,Vietnamese,Riley Park,49.2554106,-123.1149547
New Town Bakery,3484 Cambie Street,Bakery,Riley Park,49.2542084,-123.1148856
Viet House,3420 Cambie St,Vietnamese,Riley Park,49.2546251,-123.1149973
Mimibuloveme,5556 Cambie St.,Café,Riley Park,49.2348617,-123.1158336
Las Tortas,3353 Cambie St,Mexican,South Cambie,49.2555349,-123.1153982
Café Gloucester 告羅士打餐廳,3338 Cambie St.,Chinese,Riley Park,49.2555333,-123.1147493
Tokyo John Sushi,3349 Cambie St.,Japanese,South Cambie,49.2555815,-123.11537
Trixi's Crepe & Coffeehaus,3306 Cambie St,Creperie,Riley Park,49.255692,-123.1149243
Wang's Beef Noodle House,3250 Cambie St,Chinese,Riley Park,49.256271,-123.1148358
Potluck Hawker Eatery,3424 Cambie Street,Malay,Riley Park,49.2545787,-123.1148931
Thai Away Home,3315 Cambie St,Thai,South Cambie,49.2557391,-123.1153778
Anna's Cake House (Cambie & 39th Ave),5510 Cambie St,Bakery,Riley Park,49.23521780000001,-123.1158082
Soho Sushi,789 West 16th Ave,Japanese,Fairview,49.2572176,-123.1215122
Huang's Beef Noodle House,6940 Victoria Drive,Noodles,Victoria-Fraserview,49.22084719999999,-123.0656879
Mui Garden Restaurant,5797 Victoria Dr.,Chinese,Victoria-Fraserview,49.2317383,-123.0657785
Tibisti Foods & Grill,6990 Victoria Dr.,Middle Eastern,Victoria-Fraserview,49.2204869,-123.0655142
Neighbour's Restaurant & Pizza House,6493 Victoria Dr,Pizza,Victoria-Fraserview,49.2254343,-123.0659526
Thai Son Restaurant,6447 Victoria Dr.,Vietnamese,Victoria-Fraserview,49.2257741,-123.0660876
The Soup House,5763 Victoria Dr.,Chinese,Victoria-Fraserview,49.2319791,-123.0659269
Nishiki Sushi,6501 Victoria Dr,Japanese,Victoria-Fraserview,49.2250574,-123.0659426
Church's Chicken,6471 Victoria Dr.,Fried Chicken,Victoria-Fraserview,49.2257118,-123.0660246
Victoria Restaurant,1088 Melville St,Café,Downtown,49.2853331,-123.1206795
Subway,6402 Victoria Drive,Sandwiches,Victoria-Fraserview,49.2261757,-123.0654783
Jun Yuan Restaurant,5728 Victoria Street,Hotpot,Victoria-Fraserview,49.2324182,-123.0652523
Pine House Bread & Cake House,5870 Victoria Dr.,Bakery,Victoria-Fraserview,49.230707,-123.0651918
Hei Lum Mun Seafood Restaurant 喜臨門海鮮酒家,5822 Victoria Dr,Asian,Victoria-Fraserview,49.2309756,-123.0652542
Li Garden Seafood Restaurant,5822 Victoria Dr.,Chinese,Victoria-Fraserview,49.2309756,-123.0652542
Bon Bon Bakery,5807 Victoria Drive,Bakery,Victoria-Fraserview,49.2316235,-123.0659286
Kim Phung,5764 Victoria Dr,Vietnamese,Victoria-Fraserview,49.2318753,-123.0653781
Pho Thai Hoa,5763 Victoria Dr,Vietnamese,Victoria-Fraserview,49.2319791,-123.0659269
Sushi Nara,5755 Victoria Dr.,Japanese,Victoria-Fraserview,49.2320912,-123.065792
Happy Sushi,5632 Victoria Drive,Japanese,Kensington-Cedar Cottage,49.2335229,-123.0653115
Benss Cafe,5628 Victoria Drive,Chinese,Kensington-Cedar Cottage,49.23358409999999,-123.0653705
